file,label,song_path,rel_path,beat_idx,time_sec,heuristic_score,bpm,energy_pre,energy_build,energy_drop,energy_post,energy_delta_build_to_drop,energy_delta_pre_to_drop,onset_pre,onset_build,onset_drop,onset_post,onset_delta_build_to_drop,onset_delta_pre_to_drop,bass_pre,bass_build,bass_drop,bass_post,bass_delta_build_to_drop,bass_delta_pre_to_drop,centroid_pre,centroid_build,centroid_drop,centroid_post,flatness_pre,flatness_build,flatness_drop,flatness_post,energy_drop_peak,onset_drop_peak,bass_drop_peak
"drop_labels/class_0/308Thi-2wg4_TWISTED,_Crisys,_ProdChxn,_glossier_-_LUSTER_｜_Witch_House_｜_NCS_-_Copyright_Free_Music__cand0023__t13.18__s0.790.npz",0,"ncs_dataset/308Thi-2wg4/TWISTED, Crisys, ProdChxn, glossier - LUSTER ｜ Witch House ｜ NCS - Copyright Free Music.mp3","308Thi-2wg4/TWISTED, Crisys, ProdChxn, glossier - LUSTER ｜ Witch House ｜ NCS - Copyright Free Music.mp3",23,13.177324295043945,0.7904518842697144,111.51860809326172,0.07784083316271956,0.1372430220246315,0.15545025964577994,0.1503859505057335,0.018207237621148425,0.07760942648306038,1.0500308058478616,1.1101075172424317,1.1383041540781658,1.1629860281944275,0.028196636835734035,0.0882733482303042,3.403687910600142,2.7088468432426454,2.813265641530355,2.6553721576929092,0.10441879828770961,-0.5904222690697871,2006.9638117009943,4532.80498046875,5084.71875,5431.882177734375,5.342942230609796e-05,0.0011548920170753262,0.0013502710886920493,0.001629391557071358,0.15666238963603973,1.143481731414795,3.206840991973877
"drop_labels/class_0/3rkKiyG7nKU_Rameses_B,_eerie_-_Gamble_｜_Witch_House_｜_NCS_-_Copyright_Free_Music__cand0064__t39.00__s0.859.npz",0,"ncs_dataset/3rkKiyG7nKU/Rameses B, eerie - Gamble ｜ Witch House ｜ NCS - Copyright Free Music.mp3","3rkKiyG7nKU/Rameses B, eerie - Gamble ｜ Witch House ｜ NCS - Copyright Free Music.mp3",64,38.9979133605957,0.8591670393943787,99.99292755126953,0.39145858450369403,0.31241724640130997,0.39881570140520733,0.4000212162733078,0.08639845500389737,0.007357116901513305,1.2464800964702258,1.2691224098205567,1.3836453358332317,1.3339383602142334,0.114522926012675,0.13716523936300584,35.76585925709117,24.124366664886473,45.35975774129232,45.13781661987305,21.235391076405847,9.593898484201148,3931.231534090909,4216.427880859375,3616.2827962239585,3629.0319091796873,0.002216649347577583,0.0034689093939960004,0.0019687770788247385,0.0021352526731789113,0.40493258833885193,1.3986972570419312,46.38187789916992
"drop_labels/class_0/3rkKiyG7nKU_Rameses_B,_eerie_-_Gamble_｜_Witch_House_｜_NCS_-_Copyright_Free_Music__cand0120__t70.21__s0.931.npz",0,"ncs_dataset/3rkKiyG7nKU/Rameses B, eerie - Gamble ｜ Witch House ｜ NCS - Copyright Free Music.mp3","3rkKiyG7nKU/Rameses B, eerie - Gamble ｜ Witch House ｜ NCS - Copyright Free Music.mp3",120,70.20552825927734,0.9312528371810913,99.99292755126953,0.127669018777934,0.16599060520529746,0.2410926272471746,0.245455738902092,0.07510202204187713,0.1134236084692406,1.0753484043208035,1.0506618320941925,1.147310773531596,1.1258469700813294,0.09664894143740344,0.07196236921079247,5.54166486046531,22.034468173980713,35.29253387451172,29.09778175354004,13.258065700531006,29.75086901404641,3079.6426003196025,2199.598767089844,2840.27734375,3010.1887451171874,9.245697236275936e-05,4.512229174906679e-05,5.514892230470044e-05,9.128637029789388e-05,0.24194182455539703,1.159727931022644,39.19786834716797
"drop_labels/class_0/3rkKiyG7nKU_Rameses_B,_eerie_-_Gamble_｜_Witch_House_｜_NCS_-_Copyright_Free_Music__cand0209__t123.60__s0.768.npz",0,"ncs_dataset/3rkKiyG7nKU/Rameses B, eerie - Gamble ｜ Witch House ｜ NCS - Copyright Free Music.mp3","3rkKiyG7nKU/Rameses B, eerie - Gamble ｜ Witch House ｜ NCS - Copyright Free Music.mp3",209,123.59981536865234,0.767566978931427,99.99292755126953,0.2864485830068588,0.39101103246212005,0.417620191971461,0.401936736702919,0.02660915950934095,0.13117160896460217,1.3142429048364812,1.2315385818481446,1.2791403929392497,1.256992721557617,0.04760181109110517,-0.03510251189723146,20.564067417925056,34.31672916412354,40.376766204833984,34.51747283935547,6.060037040710448,19.81269878690893,3937.4067604758525,4046.3581298828126,4070.856201171875,4098.307836914062,0.0020550394917584276,0.0023867408512160183,0.0018513276396940153,0.002221373689826578,0.42699873447418213,1.2857811450958252,41.902099609375
drop_labels/class_0/4IWpxsxFTc4_Glitch_Cat_-_REACHOUT_｜_Complextro_｜_NCS_-_Copyright_Free_Music__cand0081__t38.48__s0.959.npz,0,ncs_dataset/4IWpxsxFTc4/Glitch Cat - REACHOUT ｜ Complextro ｜ NCS - Copyright Free Music.mp3,4IWpxsxFTc4/Glitch Cat - REACHOUT ｜ Complextro ｜ NCS - Copyright Free Music.mp3,81,38.4754638671875,0.958893895149231,127.92122650146484,0.2395733432336287,0.2535249888896942,0.3201475143432617,0.3168154999613762,0.0666225254535675,0.08057417110963302,1.0101344151930376,1.0688182651996612,1.341425855954488,1.2310791611671448,0.2726075907548269,0.33129144076145045,5.892876256595958,10.399707078933716,18.563952763875324,9.656360304355621,8.164245684941609,12.671076507279366,2795.601251775568,988.8439025878906,1993.5387776692708,4087.92138671875,0.001586433188474956,7.709070438011167e-07,3.1760918621633515e-05,0.002578208633349277,0.35256168246269226,1.3972256183624268,19.21222496032715
"drop_labels/class_0/4Y18qyFMop0_ZEXSING,_MXRCURY,_Pharmagut_-_Overdrive_｜_Complextro_｜_NCS_-_Copyright_Free_Music__cand0045__t20.46__s0.911.npz",0,"ncs_dataset/4Y18qyFMop0/ZEXSING, MXRCURY, Pharmagut - Overdrive ｜ Complextro ｜ NCS - Copyright Free Music.mp3","4Y18qyFMop0/ZEXSING, MXRCURY, Pharmagut - Overdrive ｜ Complextro ｜ NCS - Copyright Free Music.mp3",45,20.45677947998047,0.9112055897712708,135.64756774902344,0.28997950933196326,0.33574766367673875,0.44758734107017517,0.43532333374023435,0.11183967739343642,0.1576078317382119,1.26077308438041,1.3579384446144105,1.419378360112508,1.4912095189094543,0.061439915498097575,0.15860527573209815,8.92496377771551,14.156486320495606,26.831793467203777,24.39167423248291,12.675307146708171,17.90682968948827,4450.950750177557,4096.866796875,3797.4274088541665,3843.9755615234376,0.0029089814898642626,0.0022808342619100586,0.002035783759007851,0.0023916593636386096,0.457139253616333,1.4451663494110107,29.305593490600586
"drop_labels/class_0/4Y18qyFMop0_ZEXSING,_MXRCURY,_Pharmagut_-_Overdrive_｜_Complextro_｜_NCS_-_Copyright_Free_Music__cand0204__t91.56__s0.885.npz",0,"ncs_dataset/4Y18qyFMop0/ZEXSING, MXRCURY, Pharmagut - Overdrive ｜ Complextro ｜ NCS - Copyright Free Music.mp3","4Y18qyFMop0/ZEXSING, MXRCURY, Pharmagut - Overdrive ｜ Complextro ｜ NCS - Copyright Free Music.mp3",204,91.55628204345703,0.8847366571426392,135.64756774902344,0.3140456717122685,0.28918875753879547,0.4364609718322754,0.43258700966835023,0.14727221429347992,0.1224153001200069,1.253512360832908,1.4061368465423585,1.3711059888203938,1.536120891571045,-0.03503085772196468,0.11759362798748585,10.147470517591996,11.98337481021881,19.751811345418293,22.964681816101074,7.768436535199482,9.604340827826297,4134.385320490057,3857.887109375,3628.259765625,4002.388671875,0.0024542199363085356,0.0020197666832245885,0.0013424880259359877,0.0023836870794184508,0.45888251066207886,1.3816155195236206,22.084606170654297
"drop_labels/class_0/4Y18qyFMop0_ZEXSING,_MXRCURY,_Pharmagut_-_Overdrive_｜_Complextro_｜_NCS_-_Copyright_Free_Music__cand0209__t93.79__s0.879.npz",0,"ncs_dataset/4Y18qyFMop0/ZEXSING, MXRCURY, Pharmagut - Overdrive ｜ Complextro ｜ NCS - Copyright Free Music.mp3","4Y18qyFMop0/ZEXSING, MXRCURY, Pharmagut - Overdrive ｜ Complextro ｜ NCS - Copyright Free Music.mp3",209,93.78539276123047,0.8793149590492249,135.64756774902344,0.30080369927666406,0.3777089059352875,0.40399572253227234,0.42245336174964904,0.02628681659698484,0.10319202325560828,1.257579966024919,1.5119186758995056,1.6867638031641643,1.5810747623443604,0.17484512726465873,0.42918383713924535,8.692517258904196,20.12347984313965,27.24924914042155,23.629201698303223,7.125769297281902,18.556731881517354,3854.8805708451705,4056.0326904296876,4151.399576822917,4212.627587890625,0.0018057787092402577,0.0023592055193148555,0.003147786638389031,0.0027619544067420065,0.42207592725753784,1.737635850906372,28.82890510559082
"drop_labels/class_0/4pqLYacZuko_REKZ!,_freddz808_-_SCREAM_OUT_LOUD_｜_Speed_Garage_｜_NCS_-_Copyright_Free_Music__cand0135__t57.07__s0.892.npz",0,"ncs_dataset/4pqLYacZuko/REKZ!, freddz808 - SCREAM OUT LOUD ｜ Speed Garage ｜ NCS - Copyright Free Music.mp3","4pqLYacZuko/REKZ!, freddz808 - SCREAM OUT LOUD ｜ Speed Garage ｜ NCS - Copyright Free Music.mp3",135,57.07464599609375,0.8916751742362976,143.17947387695312,0.37512069940567017,0.36514513194561005,0.37400899330774945,0.37721553146839143,0.008863861362139402,-0.0011117060979207172,1.3091854615644976,1.2277517437934875,1.3104159832000732,1.308411467075348,0.08266423940658574,0.0012305216355756876,38.10497994856401,35.85061683654785,41.66813405354818,42.064833068847655,5.817517217000329,3.5631541049841715,3626.7204811789775,3833.5162841796873,3399.3970540364585,3384.022998046875,0.0006093371167397974,0.000933641695883125,0.0007472399350566169,0.0007797906117048114,0.3779488205909729,1.3230208158493042,42.255611419677734
"drop_labels/class_0/4pqLYacZuko_REKZ!,_freddz808_-_SCREAM_OUT_LOUD_｜_Speed_Garage_｜_NCS_-_Copyright_Free_Music__cand0327__t137.62__s0.918.npz",0,"ncs_dataset/4pqLYacZuko/REKZ!, freddz808 - SCREAM OUT LOUD ｜ Speed Garage ｜ NCS - Copyright Free Music.mp3","4pqLYacZuko/REKZ!, freddz808 - SCREAM OUT LOUD ｜ Speed Garage ｜ NCS - Copyright Free Music.mp3",327,137.62466430664062,0.9183952212333679,143.17947387695312,0.38002021475271747,0.36560397148132323,0.3855353693167369,0.37477569580078124,0.019931397835413645,0.005515154564019409,1.3075129660693081,1.2319175362586976,1.3261476357777913,1.3072283744812012,0.09423009951909367,0.018634669708483154,38.33515652743253,36.19457092285156,43.57196044921875,42.27348098754883,7.377389526367189,5.236803921786219,3622.056818181818,3830.847802734375,3392.966796875,3400.9455078125,0.0006156184562397274,0.000951605208683759,0.0008286642065892617,0.0008205759746488184,0.38697704672813416,1.339102029800415,43.82460403442383
drop_labels/class_0/4tIY99xrulA_Rameses_B_-_All_In_My_Head_｜_Hardcore_｜_NCS_x_Aurorian_Records_-_Copyright_Free_Music__cand0020__t14.87__s0.952.npz,0,ncs_dataset/4tIY99xrulA/Rameses B - All In My Head ｜ Hardcore ｜ NCS x Aurorian Records - Copyright Free Music.mp3,4tIY99xrulA/Rameses B - All In My Head ｜ Hardcore ｜ NCS x Aurorian Records - Copyright Free Music.mp3,20,14.872380256652832,0.9517760872840881,86.90299987792969,0.056672561913728714,0.14381785839796066,0.22877971827983856,0.23871796876192092,0.0849618598818779,0.17210715636610985,0.7996634624221108,1.0457787215709686,1.117800196011861,1.1213622331619262,0.07202147444089246,0.31813673358975025,0.23388151418079028,11.103460213541984,21.634994506835938,19.280433082580565,10.531534293293953,21.401112992655147,1283.5810102982955,2781.6584350585936,3458.506591796875,3623.95498046875,2.594071851159573e-05,0.0004640432620362844,0.0006190023268572986,0.0009059226722456515,0.23039422929286957,1.1279850006103516,21.8045654296875
drop_labels/class_0/4tIY99xrulA_Rameses_B_-_All_In_My_Head_｜_Hardcore_｜_NCS_x_Aurorian_Records_-_Copyright_Free_Music__cand0031__t22.45__s0.827.npz,0,ncs_dataset/4tIY99xrulA/Rameses B - All In My Head ｜ Hardcore ｜ NCS x Aurorian Records - Copyright Free Music.mp3,4tIY99xrulA/Rameses B - All In My Head ｜ Hardcore ｜ NCS x Aurorian Records - Copyright Free Music.mp3,31,22.45369529724121,0.8267732858657837,86.90299987792969,0.16685834933410992,0.23871796876192092,0.25662731130917865,0.2258609876036644,0.017909342547257734,0.08976896197506873,1.079517050222917,1.1213622331619262,1.187970519065857,1.2378992676734923,0.06660828590393075,0.10845346884293994,13.99985249205069,19.280433082580565,25.08673604329427,12.085401391983032,5.806302960713705,11.086883551243579,3027.8630925958805,3623.95498046875,3218.5372721354165,3779.74365234375,0.0005329810139135753,0.0009059226722456515,0.0006553493440151215,0.0010995448916219174,0.257734477519989,1.2290005683898926,27.197345733642578
"drop_labels/class_0/50nbmhCON1Y_CERES,_TAME_-_Pull_Me_Down_｜_Techno_｜_NCS_-_Copyright_Free_Music__cand0038__t16.58__s0.868.npz",0,"ncs_dataset/50nbmhCON1Y/CERES, TAME - Pull Me Down ｜ Techno ｜ NCS - Copyright Free Music.mp3","50nbmhCON1Y/CERES, TAME - Pull Me Down ｜ Techno ｜ NCS - Copyright Free Music.mp3",38,16.57904815673828,0.8678362965583801,142.97792053222656,0.22672617570920425,0.2552934005856514,0.2865029573440552,0.2882023513317108,0.031209556758403756,0.05977678163485092,1.0818487080660733,1.0362241327762605,1.0711127122243245,1.07672039270401,0.034888579448064005,-0.01073599584174878,30.743783257224344,32.348242378234865,36.319085439046226,36.295030975341795,3.9708430608113616,5.575302181821883,2461.6607555042615,2579.8998779296876,2409.828369140625,2234.7836303710938,0.00010998013947921044,0.00011362411169102415,0.000164120736978172,8.648753173474688e-05,0.28758475184440613,1.1233150959014893,36.76583480834961
"drop_labels/class_0/50nbmhCON1Y_CERES,_TAME_-_Pull_Me_Down_｜_Techno_｜_NCS_-_Copyright_Free_Music__cand0136__t57.70__s0.892.npz",0,"ncs_dataset/50nbmhCON1Y/CERES, TAME - Pull Me Down ｜ Techno ｜ NCS - Copyright Free Music.mp3","50nbmhCON1Y/CERES, TAME - Pull Me Down ｜ Techno ｜ NCS - Copyright Free Music.mp3",136,57.70158767700195,0.8922903537750244,142.97792053222656,0.3284335339611227,0.30837161988019945,0.36741745471954346,0.3584752529859543,0.059045834839344,0.038983920758420776,1.4362889311530374,1.2800914645195007,1.27336585521698,1.2988105773925782,-0.006725609302520752,-0.16292307593605737,41.68721996654164,45.08681182861328,59.17304229736328,58.02244529724121,14.086230468750003,17.48582233082164,3314.305974786932,2879.162158203125,1870.4755859375,1977.1619262695312,0.000601868266874755,0.00032668463682057337,4.14557580370456e-05,8.671361647429875e-05,0.3706076443195343,1.3243001699447632,60.64740753173828
"drop_labels/class_0/5GLLHUs4DOw_TWISTED,_STM,_kellapsage,_glossier_-_ISORIA_｜_Witch_House_｜_NCS_-_Copyright_Free_Music__cand0167__t92.50__s0.852.npz",0,"ncs_dataset/5GLLHUs4DOw/TWISTED, STM, kellapsage, glossier - ISORIA ｜ Witch House ｜ NCS - Copyright Free Music.mp3","5GLLHUs4DOw/TWISTED, STM, kellapsage, glossier - ISORIA ｜ Witch House ｜ NCS - Copyright Free Music.mp3",167,92.49668884277344,0.851859986782074,109.68548583984375,0.1987779980356043,0.201056969165802,0.30148613452911377,0.3042385369539261,0.10042916536331176,0.10270813649350946,0.9744218371131204,1.0229034543037414,1.1036513249079387,1.0412882387638092,0.0807478706041973,0.12922948779481835,21.381214141845703,20.59247817993164,27.757710774739582,26.501483154296874,7.165232594807943,6.376496632893879,4066.605402166193,4144.9473876953125,4202.205078125,4424.889453125,0.0008319436852947216,0.0012945815280545503,0.0013270068836087983,0.0019051545998081565,0.3030776381492615,1.1194937229156494,27.86240005493164
"drop_labels/class_0/5GLLHUs4DOw_TWISTED,_STM,_kellapsage,_glossier_-_ISORIA_｜_Witch_House_｜_NCS_-_Copyright_Free_Music__cand0227__t125.24__s0.890.npz",0,"ncs_dataset/5GLLHUs4DOw/TWISTED, STM, kellapsage, glossier - ISORIA ｜ Witch House ｜ NCS - Copyright Free Music.mp3","5GLLHUs4DOw/TWISTED, STM, kellapsage, glossier - ISORIA ｜ Witch House ｜ NCS - Copyright Free Music.mp3",227,125.23682403564453,0.8900393843650818,109.68548583984375,0.3747484900734641,0.33807529509067535,0.41516820589701336,0.4094662517309189,0.07709291080633801,0.04041971582354925,1.0758707848462192,1.0415572285652162,1.0368003845214844,1.0617284893989563,-0.004756844043731778,-0.039070400324734855,23.492824857885186,19.182987141609193,27.504613240559895,30.420553779602052,8.321626098950702,4.011788382674709,4360.576438210227,5158.528759765625,5325.428873697917,5134.9244140625,0.002249197293580933,0.0032531990436837077,0.003047711681574583,0.0027139972196891906,0.4188430905342102,1.0419727563858032,27.7177734375
